,Loss
159,0.37632450461387634
160,0.44326531887054443
161,0.38999468088150024
162,0.4026562571525574
163,0.3904101252555847
164,0.3575730323791504
165,0.38570037484169006
166,0.3814956247806549
167,0.37459325790405273
168,0.38309386372566223
169,0.38872382044792175
170,0.40758639574050903
171,0.3757752776145935
172,0.3899156451225281
173,0.38560599088668823
174,0.4249805808067322
175,0.40401703119277954
176,0.4972730875015259
177,0.4736093282699585
178,0.4479382038116455
179,0.360427588224411
180,0.3635317087173462
181,0.38057371973991394
182,0.3825157880783081
183,0.3458144962787628
184,0.4090375602245331
185,0.3602437376976013
186,0.33895909786224365
187,0.32426917552948
188,0.3978610038757324
189,0.3492913842201233
190,0.3538748621940613
191,0.41800737380981445
192,0.3561386466026306
193,0.3343120813369751
194,0.3551357388496399
195,0.3440956771373749
196,0.35076260566711426
197,0.32089510560035706
198,0.363656222820282
199,0.3765452206134796
200,0.44379884004592896
201,0.3855765461921692
202,0.37973999977111816
203,0.3735887408256531
204,0.34318608045578003
205,0.36791670322418213
206,0.3873755633831024
207,0.341229647397995
208,0.339944064617157
209,0.3377833962440491
210,0.3900567889213562
211,0.3599259853363037
212,0.4234547019004822
213,0.36038413643836975
214,0.3460296392440796
215,0.3761768341064453
216,0.32678526639938354
217,0.3248363435268402
218,0.37643885612487793
219,0.4375835657119751
220,0.30754777789115906
221,0.34171736240386963
222,0.3602124750614166
223,0.3268621265888214
224,0.3181213140487671
225,0.32791608572006226
226,0.32234036922454834
227,0.31763699650764465
228,0.3518895208835602
229,0.37266266345977783
230,0.3716927468776703
231,0.3601306080818176
232,0.3554500937461853
233,0.3894255459308624
234,0.3914787173271179
235,0.3419511914253235
236,0.33501479029655457
237,0.30519580841064453
238,0.34227317571640015
239,0.33375364542007446
240,0.35941827297210693
241,0.3550357520580292
242,0.33104783296585083
243,0.34307295083999634
244,0.30790191888809204
245,0.46012648940086365
246,0.3019654154777527
247,0.3594863712787628
248,0.31330740451812744
249,0.33672332763671875
250,0.3420586585998535
251,0.31031501293182373
252,0.3264741599559784
253,0.31077051162719727
254,0.34918761253356934
255,0.3744038939476013
256,0.3845064043998718
257,0.3048754334449768
258,0.28755396604537964
259,0.314995676279068
260,0.3529760539531708
261,0.33960235118865967
262,0.3131115436553955
263,0.3291829526424408
264,0.3714406490325928
265,0.3022347390651703
266,0.30788323283195496
267,0.3352243900299072
268,0.29544222354888916
269,0.3391059935092926
270,0.31705325841903687
271,0.3426589369773865
272,0.3527025580406189
273,0.3318783938884735
274,0.3569299280643463
275,0.3246954679489136
276,0.32122039794921875
277,0.2949056029319763
278,0.3193913996219635
279,0.3302217721939087
280,0.3298652470111847
281,0.34513163566589355
282,0.31632620096206665
283,0.35479897260665894
284,0.3782718777656555
285,0.2995520830154419
286,0.3027568459510803
287,0.2870429754257202
288,0.3218875527381897
289,0.30367136001586914
290,0.29522305727005005
291,0.2684252858161926
292,0.3220175504684448
293,0.32939958572387695
294,0.3259448707103729
295,0.3766505718231201
296,0.3128754198551178
297,0.3203659951686859
298,0.3088498115539551
299,0.35217005014419556
300,0.33945220708847046
301,0.2717675566673279
302,0.31994110345840454
303,0.32089313864707947
304,0.31153714656829834
305,0.36239731311798096
306,0.3141651749610901
307,0.28054279088974
308,0.3391018211841583
309,0.37919387221336365
310,0.3536035716533661
311,0.2725464999675751
312,0.3641282320022583
313,0.2856506407260895
314,0.29340964555740356
315,0.3287994861602783
316,0.30487337708473206
317,0.30166319012641907
318,0.3620508313179016
319,0.3159751296043396
320,0.35056591033935547
321,0.34374839067459106
322,0.28629887104034424
323,0.31407371163368225
324,0.3500503599643707
325,0.33491015434265137
326,0.3240106403827667
327,0.335641473531723
328,0.3490871489048004
329,0.27181559801101685
330,0.3319690227508545
331,0.38759052753448486
332,0.3154600262641907
333,0.30594760179519653
334,0.2954947352409363
335,0.2848329544067383
336,0.3413662314414978
337,0.30858588218688965
338,0.3450186252593994
339,0.3367234468460083
340,0.32600995898246765
341,0.27880850434303284
342,0.30603620409965515
343,0.31397151947021484
344,0.34066665172576904
345,0.2993803322315216
346,0.29035457968711853
347,0.29355230927467346
348,0.312236487865448
349,0.27637413144111633
350,0.3369594216346741
351,0.3141443133354187
352,0.28522902727127075
353,0.34310027956962585
354,0.28142160177230835
355,0.33805030584335327
356,0.3590313196182251
357,0.28805312514305115
358,0.29196012020111084
359,0.2785060405731201
360,0.289202481508255
361,0.26876354217529297
362,0.2672903835773468
363,0.32575666904449463
364,0.28868040442466736
365,0.3015018105506897
366,0.3319055438041687
367,0.2646717131137848
368,0.30401748418807983
369,0.31209608912467957
370,0.4071217179298401
371,0.29546546936035156
372,0.314422070980072
373,0.271687388420105
374,0.3675798177719116
375,0.3201836049556732
376,0.30898696184158325
377,0.2418026328086853
378,0.2797616422176361
379,0.27066880464553833
380,0.2954043447971344
381,0.34754371643066406
382,0.34082871675491333
383,0.34926629066467285
384,0.3498099148273468
385,0.26496803760528564
386,0.28243234753608704
387,0.3349637985229492
388,0.31579580903053284
389,0.2904072701931
390,0.30858656764030457
391,0.29130420088768005
392,0.27598968148231506
393,0.2683815360069275
394,0.25289303064346313
395,0.26899856328964233
396,0.34258580207824707
397,0.2995750308036804
398,0.2635914087295532
399,0.3251432180404663
400,0.29452282190322876
401,0.28029853105545044
402,0.27558276057243347
403,0.31335368752479553
404,0.35026130080223083
405,0.30910560488700867
406,0.3164772689342499
407,0.28651177883148193
408,0.3721305727958679
409,0.3188372254371643
410,0.30128294229507446
411,0.3138466775417328
412,0.2690061330795288
413,0.27719801664352417
414,0.2995966076850891
415,0.2647061049938202
416,0.24547597765922546
417,0.2576652467250824
418,0.286576509475708
419,0.34750738739967346
420,0.31392815709114075
421,0.30684787034988403
422,0.2876913845539093
423,0.305162638425827
424,0.2943665087223053
425,0.27086910605430603
426,0.2865048050880432
427,0.30132266879081726
428,0.28324228525161743
429,0.2619347870349884
430,0.3128948509693146
431,0.2781260013580322
432,0.2974734902381897
433,0.28473353385925293
434,0.3700947165489197
435,0.3014279305934906
436,0.2721117436885834
437,0.27308034896850586
438,0.24800395965576172
439,0.28962549567222595
440,0.30478912591934204
441,0.25527650117874146
442,0.3248760402202606
443,0.30092352628707886
444,0.2984411120414734
445,0.25791916251182556
446,0.34235498309135437
447,0.30002135038375854
448,0.34048664569854736
449,0.30420324206352234
450,0.31539344787597656
451,0.3050421476364136
452,0.2618984580039978
453,0.25325119495391846
454,0.270915150642395
455,0.2754210829734802
456,0.27490758895874023
457,0.28056401014328003
458,0.2803865969181061
459,0.3072434067726135
460,0.2401067316532135
461,0.2858949899673462
462,0.2618086338043213
463,0.27358126640319824
464,0.2798099219799042
465,0.32359039783477783
466,0.3084137439727783
467,0.27697283029556274
468,0.3002904951572418
469,0.2955634593963623
470,0.269589900970459
471,0.24347928166389465
472,0.3460993766784668
473,0.30540716648101807
474,0.30937460064888
475,0.3001345694065094
476,0.2778933346271515
477,0.2882884442806244
478,0.2920278310775757
479,0.341962993144989
480,0.2919583022594452
481,0.30441153049468994
482,0.24939188361167908
483,0.270885169506073
484,0.28704965114593506
485,0.2849520146846771
486,0.2728608250617981
487,0.27532684803009033
488,0.2838352620601654
489,0.2760767936706543
490,0.3662169575691223
491,0.2834641933441162
492,0.27450355887413025
493,0.28093788027763367
494,0.27764350175857544
495,0.2540581226348877
496,0.2710496783256531
497,0.2918124496936798
498,0.24127234518527985
499,0.2913045287132263
500,0.25844264030456543
501,0.2873745560646057
502,0.26969796419143677
503,0.299498975276947
504,0.2646080255508423
505,0.2633567750453949
506,0.2562551498413086
507,0.3036499619483948
508,0.29354214668273926
509,0.2987397611141205
510,0.2729160189628601
511,0.2835506498813629
512,0.2922646701335907
513,0.2549878656864166
514,0.32263392210006714
515,0.2391108125448227
516,0.3094606399536133
517,0.29004642367362976
518,0.33355456590652466
519,0.24491938948631287
520,0.30250152945518494
521,0.29880183935165405
522,0.26342326402664185
523,0.3049737811088562
524,0.2600524425506592
525,0.32380884885787964
526,0.28525611758232117
527,0.3176018297672272
528,0.28071731328964233
529,0.2734985053539276
530,0.25221431255340576
531,0.2776402235031128
532,0.283983051776886
533,0.2559342682361603
534,0.35863685607910156
535,0.2967595160007477
536,0.2798919677734375
537,0.31288301944732666
538,0.2898290157318115
539,0.30751901865005493
540,0.24067917466163635
541,0.2861827611923218
542,0.2906939387321472
543,0.267462819814682
544,0.31071096658706665
545,0.2640097439289093
546,0.28180885314941406
547,0.28022193908691406
548,0.2561661899089813
549,0.3065536618232727
550,0.24882569909095764
551,0.28542816638946533
552,0.279501736164093
553,0.2551209330558777
554,0.2934037148952484
555,0.2671961486339569
556,0.2989262640476227
557,0.27509617805480957
558,0.26610636711120605
559,0.21667388081550598
560,0.24892136454582214
561,0.25371983647346497
562,0.23348087072372437
563,0.32346686720848083
564,0.2755628824234009
565,0.24225124716758728
566,0.2669209837913513
567,0.28748008608818054
568,0.2680206298828125
569,0.2589319348335266
570,0.26140499114990234
571,0.199162557721138
572,0.2994232773780823
573,0.2852328419685364
574,0.25633376836776733
575,0.22572316229343414
576,0.27339011430740356
577,0.24440397322177887
578,0.2504901885986328
579,0.2695912718772888
580,0.2830408811569214
581,0.32121384143829346
582,0.23829713463783264
583,0.26672524213790894
584,0.3011152744293213
585,0.26484036445617676
586,0.28957486152648926
587,0.2715851664543152
588,0.2930668592453003
589,0.28157469630241394
590,0.32172834873199463
591,0.23118194937705994
592,0.26165375113487244
593,0.2535457909107208
594,0.2510955333709717
595,0.25534123182296753
596,0.25222256779670715
597,0.2376011461019516
598,0.27446362376213074
599,0.2750880718231201
600,0.27410054206848145
601,0.24322998523712158
602,0.2551507353782654
603,0.23781809210777283
604,0.24699074029922485
605,0.2704550623893738
606,0.2188667356967926
607,0.29448527097702026
608,0.2970119118690491
609,0.26485225558280945
610,0.2775722146034241
611,0.2782043218612671
612,0.25395798683166504
613,0.2624969482421875
614,0.2555665969848633
615,0.2564782202243805
616,0.27400103211402893
617,0.21568706631660461
618,0.24359053373336792
619,0.31938377022743225
620,0.3131057024002075
621,0.2390034794807434
622,0.24179887771606445
623,0.3184681236743927
624,0.27363893389701843
625,0.24970610439777374
626,0.23836985230445862
627,0.31777092814445496
628,0.30249178409576416
629,0.29474562406539917
630,0.28077462315559387
631,0.2712559998035431
632,0.2645299434661865
633,0.22833865880966187
634,0.23357802629470825
635,0.2735315263271332
636,0.23177668452262878
637,0.24655871093273163
638,0.2705989480018616
639,0.23641476035118103
640,0.29572242498397827
641,0.5150458812713623
642,0.29457253217697144
643,0.29026439785957336
644,0.24633438885211945
645,0.26151391863822937
646,0.2915583550930023
647,0.2792391777038574
648,0.27811646461486816
649,0.2633987069129944
650,0.28819894790649414
651,0.3099082410335541
652,0.27584266662597656
653,0.24993756413459778
654,0.2521967887878418
655,0.26864093542099
656,0.2777663469314575
657,0.24686285853385925
658,0.24719354510307312
659,0.26279598474502563
660,0.23984961211681366
661,0.316194623708725
662,0.22252169251441956
663,0.2702256143093109
664,0.2628365159034729
665,0.28474658727645874
666,0.27101439237594604
667,0.25540927052497864
668,0.3057769238948822
669,0.25169262290000916
670,0.24864374101161957
671,0.21998776495456696
672,0.26541218161582947
673,0.24917307496070862
674,0.25717997550964355
675,0.31013232469558716
676,0.289054274559021
677,0.24492892622947693
678,0.2617916762828827
679,0.2539234757423401
680,0.2876574397087097
681,0.27544480562210083
682,0.2440968155860901
683,0.25191187858581543
684,0.24718576669692993
685,0.31280267238616943
686,0.2581082582473755
687,0.2792819142341614
688,0.25341877341270447
689,0.2479904741048813
690,0.2604134678840637
691,0.24710363149642944
692,0.34589236974716187
693,0.23667752742767334
694,0.26793012022972107
695,0.2437264770269394
696,0.24241384863853455
697,0.28116631507873535
698,0.2453112006187439
699,0.2562323808670044
700,0.20973864197731018
701,0.27146753668785095
702,0.29712581634521484
703,0.2491380125284195
704,0.2563492953777313
705,0.2602694630622864
706,0.2586182653903961
707,0.2740892767906189
708,0.22674699127674103
709,0.24469518661499023
710,0.21953436732292175
711,0.2768315076828003
712,0.26816171407699585
713,0.24111121892929077
714,0.2563706934452057
715,0.22789916396141052
716,0.22560016810894012
717,0.21974021196365356
718,0.26305991411209106
719,0.25225794315338135
720,0.2423703968524933
721,0.25907623767852783
722,0.24739912152290344
723,0.3256630003452301
724,0.22765180468559265
725,0.273999959230423
726,0.2325139343738556
727,0.26553162932395935
728,0.21406355500221252
729,0.26147544384002686
730,0.2123199850320816
731,0.20979149639606476
732,0.3093161880970001
733,0.22629061341285706
734,0.2697629928588867
735,0.30414628982543945
736,0.23404856026172638
737,0.2221544086933136
738,0.2503123879432678
739,0.27364581823349
740,0.2662438452243805
741,0.2431914061307907
742,0.244330495595932
743,0.2345784306526184
744,0.2863081097602844
745,0.23570042848587036
746,0.2953678369522095
747,0.2646093964576721
748,0.3222205340862274
749,0.234228253364563
750,0.29292815923690796
751,0.2280867099761963
752,0.22367364168167114
753,0.22595851123332977
754,0.22926712036132812
755,0.3178560137748718
756,0.2942194938659668
757,0.22218254208564758
758,0.22165481746196747
759,0.2286384254693985
760,0.21879488229751587
761,0.28140294551849365
762,0.24334976077079773
763,0.22964808344841003
764,0.2351081371307373
765,0.2479867935180664
766,0.26903432607650757
767,0.23813258111476898
768,0.26087644696235657
769,0.30234965682029724
770,0.28652775287628174
771,0.2456882745027542
772,0.23232993483543396
773,0.2297692596912384
774,0.2640474736690521
775,0.20673011243343353
776,0.2561226487159729
777,0.24972888827323914
778,0.27129292488098145
779,0.22656399011611938
780,0.24738405644893646
781,0.3548673987388611
782,0.2857830822467804
783,0.26318955421447754
784,0.24746930599212646
785,0.28317099809646606
786,0.2209882140159607
787,0.29041796922683716
788,0.23962171375751495
789,0.23752015829086304
790,0.24655863642692566
791,0.27302002906799316
792,0.29306620359420776
793,0.22675523161888123
794,0.25213393568992615
795,0.2300344705581665
796,0.27215325832366943
797,0.23869597911834717
798,0.21194139122962952
799,0.29117316007614136
800,0.2704187035560608
801,0.22262108325958252
802,0.2765079438686371
803,0.23063290119171143
804,0.25688228011131287
805,0.2616199254989624
806,0.24345847964286804
807,0.26823925971984863
808,0.21185721457004547
809,0.25170019268989563
810,0.2155780792236328
811,0.25113585591316223
812,0.25318288803100586
813,0.23813462257385254
814,0.23236629366874695
815,0.22890779376029968
816,0.25085529685020447
817,0.24171936511993408
818,0.24246454238891602
819,0.28174614906311035
820,0.20998671650886536
821,0.2463165521621704
822,0.28328460454940796
823,0.26168835163116455
824,0.2602576017379761
825,0.202882781624794
826,0.2244824469089508
827,0.2362980842590332
828,0.2643631398677826
829,0.23251722753047943
830,0.23185546696186066
831,0.25797930359840393
832,0.25512588024139404
833,0.2479419857263565
834,0.25932422280311584
835,0.21595099568367004
836,0.21976608037948608
837,0.24749748408794403
838,0.24607326090335846
839,0.27634698152542114
840,0.2139892280101776
841,0.2516637444496155
842,0.2736806869506836
843,0.2241116762161255
844,0.24923153221607208
845,0.24121055006980896
846,0.2567059397697449
847,0.23388047516345978
848,0.26205939054489136
849,0.24996206164360046
850,0.29686957597732544
851,0.24221664667129517
852,0.23262588679790497
853,0.22942712903022766
854,0.21807116270065308
855,0.2501262426376343
856,0.23122352361679077
857,0.2579374611377716
858,0.23305556178092957
859,0.2346896231174469
860,0.2806377112865448
861,0.22794002294540405
862,0.24267226457595825
863,0.23397767543792725
864,0.23079004883766174
865,0.2388983964920044
866,0.2797093391418457
867,0.24191126227378845
868,0.20852336287498474
869,0.22086480259895325
870,0.2816857099533081
871,0.23180460929870605
872,0.23773755133152008
873,0.21966668963432312
874,0.19983720779418945
875,0.21929293870925903
876,0.21663960814476013
877,0.22001005709171295
878,0.32186782360076904
879,0.25909197330474854
880,0.22009213268756866
881,0.19519969820976257
882,0.2311345785856247
883,0.23987847566604614
884,0.24903501570224762
885,0.21951332688331604
886,0.20897474884986877
887,0.2816241681575775
888,0.23213621973991394
889,0.30275052785873413
890,0.2155296504497528
891,0.2577383518218994
892,0.20013310015201569
893,0.24941980838775635
894,0.20877616107463837
895,0.2452092170715332
896,0.2265819013118744
897,0.2095000445842743
898,0.20704513788223267
899,0.23176518082618713
900,0.2781633138656616
901,0.24931693077087402
902,0.2732818126678467
903,0.2710166871547699
904,0.2184390127658844
905,0.28055137395858765
906,0.21882204711437225
907,0.22061687707901
908,0.24699217081069946
909,0.28507328033447266
910,0.2040902078151703
911,0.3113771975040436
912,0.23291590809822083
913,0.23718532919883728
914,0.20263829827308655
915,0.23890554904937744
916,0.22954222559928894
917,0.23402860760688782
918,0.21181988716125488
919,0.24929091334342957
920,0.19997620582580566
921,0.2735672891139984
922,0.23047831654548645
923,0.2363930195569992
924,0.27911946177482605
925,0.20242692530155182
926,0.2021862119436264
927,0.21438217163085938
928,0.2121339738368988
929,0.25189101696014404
930,0.21753041446208954
931,0.26520782709121704
932,0.21473456919193268
933,0.2203739881515503
934,0.19204938411712646
935,0.2279772162437439
936,0.23349729180335999
937,0.28315991163253784
938,0.21150454878807068
939,0.2447928786277771
940,0.1897471845149994
941,0.21097177267074585
942,0.28651896119117737
943,0.248506098985672
944,0.26051396131515503
945,0.24216996133327484
946,0.2036583125591278
947,0.2446211278438568
948,0.2540804445743561
949,0.21584853529930115
950,0.24101312458515167
951,0.19837066531181335
952,0.2440619170665741
953,0.2048412561416626
954,0.24485832452774048
955,0.2326067090034485
956,0.2686484754085541
957,0.24662913382053375
958,0.22446772456169128
959,0.24570727348327637
960,0.21375149488449097
961,0.2651676535606384
962,0.23492565751075745
963,0.2105650156736374
964,0.229983851313591
965,0.23270046710968018
966,0.24293804168701172
967,0.2423413097858429
968,0.19604870676994324
969,0.23153550922870636
970,0.21729743480682373
971,0.2304416447877884
972,0.2572759687900543
973,0.21551591157913208
974,0.24177905917167664
975,0.2067563533782959
976,0.25302600860595703
977,0.20184201002120972
978,0.24841171503067017
979,0.1903955489397049
980,0.22583293914794922
981,0.20878982543945312
982,0.19267161190509796
983,0.23379141092300415
984,0.2278701514005661
985,0.21599102020263672
986,0.2317323088645935
987,0.2070678174495697
988,0.20962169766426086
989,0.23324845731258392
990,0.21690097451210022
991,0.221060648560524
992,0.194388747215271
993,0.21343198418617249
994,0.21765029430389404
995,0.19719314575195312
996,0.27471494674682617
997,0.23652121424674988
998,0.23022565245628357
999,0.23889872431755066
1000,0.2208283543586731
1001,0.2326531708240509
1002,0.24502280354499817
1003,0.1994805634021759
1004,0.2134418487548828
1005,0.20909634232521057
1006,0.23768268525600433
1007,0.1991083025932312
1008,0.24863392114639282
1009,0.20432138442993164
1010,0.25258558988571167
1011,0.20270250737667084
1012,0.2202530801296234
1013,0.24627315998077393
1014,0.23651748895645142
1015,0.2029569447040558
1016,0.22918611764907837
1017,0.25185948610305786
1018,0.25744619965553284
1019,0.25533974170684814
1020,0.24790674448013306
1021,0.2564406394958496
1022,0.20579847693443298
1023,0.24830755591392517
1024,0.1954461932182312
1025,0.2109055519104004
1026,0.2219984382390976
1027,0.24811390042304993
1028,0.23760120570659637
1029,0.23471292853355408
1030,0.21773681044578552
1031,0.2703135907649994
1032,0.20738205313682556
1033,0.2702372968196869
1034,0.2129300832748413
1035,0.2838628888130188
1036,0.17779779434204102
1037,0.22801244258880615
1038,0.2473282665014267
1039,0.1813809871673584
1040,0.21540257334709167
1041,0.21336087584495544
1042,0.2013830691576004
1043,0.20452730357646942
1044,0.24598658084869385
1045,0.2408754527568817
1046,0.234641894698143
1047,0.20864835381507874
1048,0.20418325066566467
1049,0.24021358788013458
1050,0.20208273828029633
1051,0.21097607910633087
1052,0.24401205778121948
1053,0.20492757856845856
1054,0.2065807282924652
1055,0.24558775126934052
1056,0.2024962306022644
1057,0.2385883927345276
1058,0.2153438776731491
1059,0.2353767305612564
1060,0.21958428621292114
1061,0.23680245876312256
1062,0.2427782416343689
1063,0.2540947198867798
1064,0.2136138379573822
1065,0.18721500039100647
1066,0.2223747968673706
1067,0.21098627150058746
1068,0.2270180583000183
1069,0.21458345651626587
1070,0.2455570250749588
1071,0.2699183225631714
1072,0.19332918524742126
1073,0.2156432569026947
1074,0.20686274766921997
1075,0.20589108765125275
1076,0.20049887895584106
1077,0.2148379385471344
1078,0.2710472345352173
1079,0.26554709672927856
1080,0.21241608262062073
1081,0.2544591724872589
1082,0.23310860991477966
1083,0.26688459515571594
1084,0.22407221794128418
1085,0.24562400579452515
1086,0.24949991703033447
1087,0.2110167145729065
1088,0.22889691591262817
1089,0.1901676058769226
1090,0.24320250749588013
1091,0.1901836395263672
1092,0.25951001048088074
1093,0.2178017497062683
1094,0.207025945186615
1095,0.21046186983585358
1096,0.20404016971588135
1097,0.24208877980709076
1098,0.22317984700202942
1099,0.25490832328796387
1100,0.20867788791656494
1101,0.21356911957263947
1102,0.23156221210956573
1103,0.25049760937690735
1104,0.18110103905200958
1105,0.22610223293304443
1106,0.23814120888710022
1107,0.27499711513519287
1108,0.24214068055152893
1109,0.19326061010360718
1110,0.21278753876686096
1111,0.21116502583026886
1112,0.24203485250473022
1113,0.24396657943725586
1114,0.23685944080352783
1115,0.25273552536964417
1116,0.22075706720352173
1117,0.20571593940258026
1118,0.19724956154823303
1119,0.1979532390832901
1120,0.22001531720161438
1121,0.23552432656288147
1122,0.19288992881774902
1123,0.21824553608894348
1124,0.1928933560848236
1125,0.24919721484184265
1126,0.2365770787000656
1127,0.1817413866519928
1128,0.27905237674713135
1129,0.24332016706466675
1130,0.21593275666236877
1131,0.21044957637786865
1132,0.2437296360731125
1133,0.22737261652946472
1134,0.21850427985191345
1135,0.2559106647968292
1136,0.25266316533088684
1137,0.21499496698379517
1138,0.196431964635849
1139,0.2656150758266449
1140,0.19980546832084656
1141,0.19185057282447815
1142,0.22430111467838287
1143,0.21902503073215485
1144,0.18475714325904846
1145,0.20410305261611938
1146,0.23019489645957947
1147,0.1998056024312973
1148,0.20947879552841187
1149,0.21584446728229523
1150,0.18838295340538025
1151,0.23119020462036133
1152,0.21315062046051025
1153,0.2440141886472702
1154,0.2205456793308258
1155,0.22712361812591553
1156,0.25524553656578064
1157,0.23099882900714874
1158,0.210224449634552
1159,0.23543626070022583
1160,0.20225980877876282
1161,0.23342114686965942
1162,0.19872689247131348
1163,0.21596196293830872
1164,0.21097557246685028
1165,0.21873703598976135
1166,0.24272669851779938
1167,0.22644048929214478
1168,0.20867405831813812
1169,0.24872851371765137
1170,0.27029162645339966
1171,0.23350319266319275
1172,0.19947360455989838
1173,0.20262160897254944
1174,0.2103465497493744
1175,0.23252171277999878
1176,0.21120122075080872
1177,0.23424430191516876
1178,0.24570348858833313
1179,0.19405518472194672
1180,0.211367666721344
1181,0.18043062090873718
1182,0.2166253924369812
1183,0.2023390233516693
1184,0.17535732686519623
1185,0.21167469024658203
1186,0.17448005080223083
1187,0.17037543654441833
1188,0.2280106246471405
1189,0.2020946443080902
1190,0.20959624648094177
1191,0.24819031357765198
1192,0.19822365045547485
1193,0.23303288221359253
1194,0.21828462183475494
1195,0.17964649200439453
1196,0.21655717492103577
1197,0.2117425501346588
1198,0.23528501391410828
1199,0.22753842175006866
1200,0.20321065187454224
1201,0.22458168864250183
1202,0.2557215690612793
1203,0.19221219420433044
1204,0.21828913688659668
1205,0.1925988644361496
1206,0.20405304431915283
1207,0.20297102630138397
1208,0.22441495954990387
1209,0.20552277565002441
1210,0.21403779089450836
1211,0.24169999361038208
1212,0.1973460167646408
1213,0.2546941936016083
1214,0.24424728751182556
1215,0.18815210461616516
1216,0.20207789540290833
1217,0.21347162127494812
1218,0.21416011452674866
1219,0.21346884965896606
1220,0.22919809818267822
1221,0.23162490129470825
1222,0.20740872621536255
1223,0.19303780794143677
1224,0.1720307618379593
1225,0.22713206708431244
1226,0.24088576436042786
1227,0.24456986784934998
1228,0.27072209119796753
1229,0.1951969712972641
1230,0.225428968667984
1231,0.24956056475639343
1232,0.2130993902683258
1233,0.20605605840682983
1234,0.28355133533477783
1235,0.18971988558769226
1236,0.1910577118396759
1237,0.22408539056777954
1238,0.20122936367988586
1239,0.2083652913570404
1240,0.18847770988941193
1241,0.2725158929824829
1242,0.21758022904396057
1243,0.1910463273525238
1244,0.1670691967010498
1245,0.2480669617652893
1246,0.2138785719871521
1247,0.22382447123527527
1248,0.1902761608362198
1249,0.2178897112607956
1250,0.20227649807929993
1251,0.25017911195755005
1252,0.1971541941165924
1253,0.23007416725158691
